,temp,humid,eth,co2,o2,shelf
0,52.0,80.0,1.0,100000.0,80000.0,4.0
1,52.010025062656645,80.02506265664161,1.0100250626566416,103508.77192982456,82280.70175438597,4.005012531328321
2,52.02005012531328,80.0501253132832,1.0200501253132832,107017.54385964913,84561.40350877192,4.010025062656641
3,52.03007518796993,80.07518796992481,1.0300751879699248,110526.31578947368,86842.1052631579,4.015037593984962
4,52.040100250626566,80.10025062656642,1.0401002506265664,114035.08771929824,89122.80701754386,4.020050125313283
5,52.05012531328321,80.12531328320802,1.050125313283208,117543.85964912281,91403.50877192983,4.025062656641604
6,52.06015037593985,80.15037593984962,1.0601503759398496,121052.63157894737,93684.21052631579,4.030075187969925
7,52.07017543859649,80.17543859649123,1.0701754385964912,124561.40350877194,95964.91228070176,4.035087719298246
8,52.08020050125313,80.20050125313283,1.0802005012531328,128070.17543859649,98245.61403508772,4.040100250626566
9,52.090225563909776,80.22556390977444,1.0902255639097744,131578.94736842107,100526.31578947368,4.045112781954887
10,52.100250626566414,80.25062656641605,1.100250626566416,135087.71929824562,102807.01754385965,4.050125313283208
11,52.11027568922306,80.27568922305764,1.1102756892230576,138596.49122807017,105087.71929824562,4.0551378446115285
12,52.1203007518797,80.30075187969925,1.1203007518796992,142105.26315789475,107368.42105263157,4.06015037593985
13,52.13032581453634,80.32581453634086,1.1303258145363408,145614.0350877193,109649.12280701754,4.065162907268171
14,52.14035087719298,80.35087719298245,1.1403508771929824,149122.80701754388,111929.82456140351,4.0701754385964914
15,52.150375939849624,80.37593984962406,1.150375939849624,152631.57894736843,114210.52631578947,4.075187969924812
16,52.16040100250626,80.40100250626567,1.1604010025062657,156140.35087719298,116491.22807017544,4.080200501253133
17,52.17042606516291,80.42606516290726,1.1704260651629073,159649.12280701756,118771.9298245614,4.0852130325814535
18,52.18045112781955,80.45112781954887,1.1804511278195489,163157.8947368421,121052.63157894736,4.090225563909774
19,52.19047619047619,80.47619047619048,1.1904761904761905,166666.6666666667,123333.33333333333,4.095238095238095
20,52.200501253132835,80.50125313283208,1.200501253132832,170175.43859649124,125614.0350877193,4.100250626566416
21,52.21052631578947,80.52631578947368,1.2105263157894737,173684.2105263158,127894.73684210525,4.105263157894737
