,0
0,40.0
1,40.14141414141414
2,40.282828282828284
3,40.42424242424242
4,40.56565656565657
5,40.707070707070706
6,40.84848484848485
7,40.98989898989899
8,41.13131313131313
9,41.27272727272727
10,41.41414141414141
11,41.55555555555556
12,41.696969696969695
13,41.83838383838384
14,41.97979797979798
15,42.121212121212125
16,42.26262626262626
17,42.4040404040404
18,42.54545454545455
19,42.686868686868685
20,42.82828282828283
21,42.96969696969697
22,43.111111111111114
23,43.25252525252525
24,43.39393939393939
25,43.535353535353536
26,43.676767676767675
27,43.81818181818182
28,43.95959595959596
29,44.101010101010104
30,44.24242424242424
31,44.38383838383838
32,44.525252525252526
33,44.666666666666664
34,44.80808080808081
35,44.94949494949495
36,45.09090909090909
37,45.23232323232323
38,45.37373737373737
39,45.515151515151516
40,45.656565656565654
41,45.7979797979798
42,45.93939393939394
43,46.08080808080808
44,46.22222222222222
45,46.36363636363636
46,46.505050505050505
47,46.64646464646464
48,46.78787878787879
49,46.92929292929293
50,47.07070707070707
51,47.21212121212121
52,47.35353535353535
53,47.494949494949495
54,47.63636363636363
55,47.77777777777778
56,47.91919191919192
57,48.06060606060606
58,48.2020202020202
59,48.34343434343434
60,48.484848484848484
61,48.62626262626263
62,48.76767676767677
63,48.90909090909091
64,49.05050505050505
65,49.19191919191919
66,49.33333333333333
67,49.474747474747474
68,49.61616161616162
69,49.75757575757576
70,49.898989898989896
71,50.04040404040404
72,50.18181818181818
73,50.323232323232325
74,50.464646464646464
75,50.60606060606061
76,50.74747474747475
77,50.888888888888886
78,51.03030303030303
79,51.17171717171717
80,51.313131313131315
81,51.45454545454545
82,51.5959595959596
83,51.73737373737374
84,51.878787878787875
85,52.02020202020202
86,52.16161616161616
87,52.303030303030305
88,52.44444444444444
89,52.58585858585859
90,52.72727272727273
91,52.868686868686865
92,53.01010101010101
93,53.15151515151515
94,53.292929292929294
95,53.43434343434343
96,53.57575757575758
97,53.717171717171716
98,53.858585858585855
99,54.0
